DateOfStop	TimeOfStop	Violation	Location	Latitude	Longitude	Accident	Year	Make	Model
11/17/2025	7:01:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	18400 BLOCK MUNCASTER RD	39.16316367	-77.1209005	No	2019	FORD	EXPEDITION
11/17/2025	6:50:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	18400 BLOCK MUNCASTER RD	39.156468	-77.130465	No	2025	KIA	TELLURIDE
11/17/2025	6:37:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 52 MPH IN A POSTED 30 MPH ZONE	NB MUNCASTER RD @ 18400BLK	39.15850333	-77.12906167	No	2000	HONDA	CIVIC
11/17/2025	6:31:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	SB MUNCASTER RD @ 18400BLK	39.15647	-77.13053667	No	2021	TOYOTA	HIGHLANDER
11/17/2025	6:30:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	SB GEORGIA AVE/WELLER RD	39.24393667	-77.15366167	No	2006	INFINITI	G35X
11/17/2025	6:24:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	SB MUNCASTER RD @ 18400BLK	39.156485	-77.130445	No	2016	MINI	HB
11/17/2025	6:17:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	SB MUNCASTER RD @ 18400BLK	39.15656667	-77.130375	No	2020	MAZDA	CX5
11/17/2025	6:10:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	SB MUNCASTER RD @ 18400BLK	39.15648333	-77.13044	No	2019	MAZDA	3
11/17/2025	6:03:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	SB MUNCASTER RD @ 18400BLK	39.15699	-77.13031833	No	2018	TESLA	4S
11/17/2025	5:54:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	SB MUNCASTER RD @ 18400BLK	39.157105	-77.13029833	No	2024	TOYOTA	TACOMA
11/17/2025	5:49:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	SB MUNCASTER RD @ 18400BLK	39.1563	-77.13053	No	2023	FORD	F150
11/17/2025	4:37:00	EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH	DARNESTOWN RD @ WHITES FERRY RD	39.12781	-77.33343333	No	2016	FORD	ESCAPE
11/16/2025	20:52:00	FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION	17722 SILKCOTTON  WAY	39.148681	-77.16314733	Yes	2013	SUBA	FORRESTER SUV
11/16/2025	16:36:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 61 MPH IN A POSTED 40 MPH ZONE	8300 BLK SNOUFFER SCHOOL RD	39.1675105	-77.17277717	No	2013	CHEV	CP
11/16/2025	16:24:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 59 MPH IN A POSTED 40 MPH ZONE	8300 BLK SNOUFFER SCHOOL RD	39.1698805	-77.1776145	No	2010	MAZD	UT
11/16/2025	15:29:00	FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION	S/B 355 AT REDLAND RD	39.11545917	-77.16650717	Yes	2003	VOLKSWAGEN	JETTA
11/16/2025	15:23:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 65 MPH IN A POSTED 40 MPH ZONE	8300 BLK SNOUFFER SCHOOL RD	39.16927717	-77.17602067	No	2012	HONDA	CRV
11/16/2025	15:13:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	8300 BLK SNOUFFER SCHOOL RD	39.16806267	-77.17449667	No	2020	CHEV	SPARK
11/16/2025	15:11:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY	LAYHILL RD / POST LN	39.08380917	-77.04665167	No	2015	BMW	435
11/16/2025	12:20:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 39 MPH IN A POSTED 30 MPH ZONE	POWDER MILL RD / GREEN FOREST DR	0	0	No	2012	ACURA	TSX
11/16/2025	5:37:00	EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH	270 (S/B) / FATHER HURLEY BLVD	39.20513	-77.27124333	No	2017	FORD	EDGE UT
11/16/2025	3:41:00	FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION	REDLAND RD / NEEDWOOD RD	39.12397884	-77.15512691	No	2022	KIA	STINGER
11/16/2025	0:28:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY	S FREDERICK AVE / ONEIL DR	39.12431633	-77.18052333	No	2022	MERZ	A220
11/16/2025	0:00:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED  HWY	21200 MARTINSBURG RD	39.2043415	-77.444439	No	2019	AUDI	A5
11/15/2025	23:37:00	FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION	CHESTNUT ST / W DIAMOND AVE	39.14033517	-77.20483867	No	2012	HYUNDAI	VELOSTER
11/15/2025	23:32:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED	DOUBLELAND RD/ E VILLAGE AVE	0	0	No	2011	CADI	UT
11/15/2025	16:29:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	21800 BEALLSVILLE RD	39.21037267	-77.381319	No	2022	CADILLAC	4D
11/15/2025	16:24:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	21800 BEALLSVILLE RD	39.21035817	-77.38135317	No	2016	HOND	UT
11/15/2025	16:11:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	21800 BEALLSVILLE RD	39.21040033	-77.38138567	No	2015	TOYOTA	SUV
11/15/2025	16:06:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	21800 BEALLSVILLE RD	39.210397	-77.38135983	No	2024	CHEVY	TRAVERSE
11/15/2025	15:58:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	21800 BEALLSVILLE RD	39.21041467	-77.38137483	No	2019	MERZ	SD
11/15/2025	15:54:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	21800 BEALLSVILLE RD	39.2102835	-77.38136617	No	2020	FORD	PK
11/15/2025	15:35:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	BARNESVILLE @ 109	39.2270575	-77.37077267	No	2024	CHEVY	PU
11/15/2025	14:36:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	21800 BEALLSVILLE RD	39.21041983	-77.38137183	No	2004	CHEV	CG
11/15/2025	10:17:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	RANDOLPH ROAD/KEMP MILL ROAD	39.06633417	-77.03299817	No	2020	HONDA	CRV
11/15/2025	9:52:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE	RANDOLPH ROAD/KEMP MILL ROAD	39.06540833	-77.0364655	No	2022	RANGE ROVER	EVOQUE
11/15/2025	9:40:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE	RANDOLPH ROAD/KEMP MILL ROAD	39.064552	-77.03874083	No	2016	LEXS	4S
11/15/2025	9:23:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE	RANDOLPH ROAD/KEMP MILL ROAD	39.06667767	-77.0294175	No	2021	MERC	CLA35
11/15/2025	9:14:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	RANDOLPH ROAD/KEMP MILL ROAD	39.06650583	-77.0323525	No	2012	MITS	OUTLANDER
11/15/2025	8:32:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY @ FOUNTAIN CLUB DR	39.15967167	-77.27533833	No	2020	LNDR	TK
11/15/2025	8:25:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY @ FOUNTAIN CLUB DR	39.16052333	-77.27506333	No	2021	TOYOTA	TACOMA
11/15/2025	8:11:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY @ FOUNTAIN CLUB DR	39.15801667	-77.27572167	No	2016	HOND	UT
11/15/2025	8:00:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY @ FOUNTAIN CLUB DR	39.15836167	-77.27389167	No	2015	TOYOTA	SCION
11/15/2025	7:49:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY @ FOUNTAIN CLUB DR	39.15936667	-77.27595	No	2017	RAM	PK
11/15/2025	7:38:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE	GREAT SENECA HWY @ FOUNTAIN CLUB DR	39.160265	-77.27514333	No	2015	SUBA	SD
11/15/2025	7:30:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY @ FOUNTAIN CLUB DR	39.16024167	-77.275135	No	2008	DODG	PK
11/15/2025	7:22:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY @ FOUNTAIN CLUB DR	39.161145	-77.27473667	No	2025	HYUN	SD
11/15/2025	7:15:00	FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION	9001 MANCHESTER RD	39.04400667	-76.99633083	No	2020	TOYOTA	CHR
11/15/2025	7:14:00	FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION	SLIGO AVE @ FENTON ST	38.9914969	-77.01434082	Yes	2010	VOLKSWAGEN	GTI
11/15/2025	6:41:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY	NB MD 270 @ EXIT 10	39.10649217	-77.182851	No	2020	SUBARU	4DR
11/15/2025	6:41:00	EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH	NB MD 270 @ EXIT 10	39.10649217	-77.182851	No	2020	SUBARU	4DR
11/15/2025	3:45:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 70 MPH IN A POSTED 55 MPH ZONE	NB I-270 @ COMUS RD	39.26309617	-77.31004817	No	2016	HONDA	ACCORD
11/15/2025	1:54:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY	N/B MD 355 @ GOLF LN	39.038294	-77.10838217	No	2010	TOYOTA	4DR
11/15/2025	1:54:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE	N/B MD 355 @ GOLF LN	39.038294	-77.10838217	No	2010	TOYOTA	4DR
11/15/2025	1:18:00	EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH	SB MD RT 29 @ TECH RD	39.110055	-76.929935	No	2017	LEXUS	RX 350
11/15/2025	1:13:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	GEORGIA AVE / DENNIS AVE	39.0254535	-77.0462525	No	2016	NISSAN	PATHFINDER
11/15/2025	0:52:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 64 MPH IN A POSTED 55 MPH ZONE	SB MD RT 29 @ MD RT 198	39.11032333	-76.93011167	No	2020	VOLKS	JETTA
11/15/2025	0:44:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	CONECTICUT AVE / INDEPENDENCE ST	39.07172567	-77.076867	No	2008	BMW	SD
11/15/2025	0:36:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	RANDOLPH RD @ BLUHILL RD	39.05908333	-77.06601333	No	2001	SUBARU	IMPREZA
11/15/2025	0:32:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	RIDGE RD / LITLE SENECA PKWY	39.23279583	-77.237589	No	2013	NISSAN	SENTRA
11/15/2025	0:26:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	UNIVERSITY BLVD W / ARCOLA AVE	39.035918	-77.02745167	No	2010	MERZ	ML 350
11/15/2025	0:26:00	FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION	COLESVILLE RD AND SLIGO CREEK PKWY	39.044305	-76.99258	No	2003	TOYOTA	CAMRY
11/14/2025	23:59:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	VEIRS MILL RD @ UNIVERSITY BLVD	39.05044	-77.07225167	No	2025	MAZDA	CX-30
11/14/2025	23:53:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	S/B MD 355 @ GOLF LN	39.02262133	-77.1051235	No	2024	VOLKS	SUV
11/14/2025	23:53:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 98	S/B MD 355 @ GOLF LN	39.02262133	-77.1051235	No	2024	VOLKS	SUV
11/14/2025	23:53:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 64 MPH IN A POSTED 40 MPH ZONE	S/B MD 355 @ GOLF LN	39.02262133	-77.1051235	No	2024	VOLKS	SUV
11/14/2025	23:41:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	FREDERICK RD/REDLAND RD	39.11649033	-77.16787	No	2023	KIA	FORTE
11/14/2025	23:34:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE	CONNECTICUT AVE @ DEAN RD	39.06600167	-77.07410333	No	2023	SUBA	UT
11/14/2025	23:23:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	RT 355/KING FARM BLVD	39.1184675	-77.16746683	No	2011	FORD	RANGER
11/14/2025	23:19:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE	CONNECTICUT AVE @ DEAN RD	39.069375	-77.07429667	No	2008	BMW	UT
11/14/2025	23:00:00	EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE	CONNECTICUT AVE @ DEAN RD	39.07769833	-77.08079667	No	2015	KIA	SD
11/14/2025	23:00:00	EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH	SB I-270 AT GERMANTOWN RD	39.176862	-77.24834933	No	2015	TOYT	UT
11/14/2025	23:00:00	FAIL OF DR. TO SLOW TO REASONABLE & PRUDENT SPEED WHILE PASSING STOPPED, STANDING OR PARKED VEH.	SB I-270 AT GERMANTOWN RD	39.176862	-77.24834933	No	2015	TOYT	UT
11/14/2025	22:54:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	R355/EDMONSTON DR	39.07562683	-77.13719917	No	2014	TOYT	2S
11/14/2025	20:48:00	WILLFULLY DRIVING MOTOR VEH. AT SLOW SPEED IMPEDING NORMAL AND REASONABLE TRAFFIC MOVEMENT	LAYHILL RD / HATHAWAY DR	39.07483233	-77.04640433	No	2021	TOYT	UT
11/14/2025	19:45:00	FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION	FALLS RD @ CROWN POINT CT	39.01494217	-77.2138506	No	2022	TOYOTA	COROLLA
11/14/2025	19:30:00	EXCEEDING THE POSTED SPEED LIMIT OF 25 MPH	PHILADELPHIA AVE AND BALTIMORE AVE	0	0	No	2021	BMW	X5
11/14/2025	12:15:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 58 MPH	7300 BLOCK BRADLEY BLVD	0	0	No	2025	MERZ	UT
11/14/2025	12:03:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 57MPH	7300 BLOCK BRADLEY BLVD	0	0	No	2017	JEEP	TK
11/14/2025	11:55:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 56MPH	7300 BLOCK BRADLEY BLVD	0	0	No	2022	VOLVO	XC90
11/14/2025	11:37:00	EXCEEDING POSTED SPEED LIMIT IN SCHOOL ZONE WITH NOTICE OF DOUBLE FINES: 69 MPH IN 45 ZONE	8100 MIDCOUNTY HWY	39.14235767	-77.15671	No	2025	TOYT	PK
11/14/2025	11:25:00	EXCEEDING POSTED SPEED LIMIT IN SCHOOL ZONE WITH NOTICE OF DOUBLE FINES: 70 MPH IN 45 ZONE	8100 MIDCOUNTY HWY	39.13894167	-77.15317017	No	2013	HOND	SD
11/14/2025	11:17:00	EXCEEDING POSTED SPEED LIMIT IN SCHOOL ZONE WITH NOTICE OF DOUBLE FINES: 71 MPH IN 45 ZONE	8100 MIDCOUNTY HWY	39.141126	-77.152387	No	2017	VOLK	SD
11/14/2025	11:10:00	EXCEEDING POSTED SPEED LIMIT IN SCHOOL ZONE WITH NOTICE OF DOUBLE FINES 60 MPH IN 45 ZONE	8100 MIDCOUNTY HWY	39.14261183	-77.157487	No	2025	TOYOTA	HIGHLANDER
11/14/2025	10:58:00	EXCEEDING POSTED SPEED LIMIT IN SCHOOL ZONE WITH NOTICE OF DOUBLE FINE: 60 MPH IN 45 ZONE	8100 MIDCOUNTY HWY	39.14139783	-77.15339767	No	2024	GMC	DENALI
11/14/2025	10:44:00	EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH	MID COUNTY HIGHWAY @ 124	39.15226667	-77.176945	No	2014	HYUNDAI	ACCENT
11/14/2025	10:44:00	EXCEEDING POSTED SPEED LIMIT IN SCHOOL ZONE WITH NOTICE OF DOUBLE FINES 71 MPH IN 45 ZONE	8100 MIDCOUNTY HWY	39.1424505	-77.15693567	No	2024	SUBARU	CROSSTREK
11/14/2025	10:33:00	EXCEEDING POSTED SPEED LIMIT IN SCHOOL ZONE WITH NOTICE OF DOUBLE FINES 54 MPH IN 45 ZONE	8100 MIDCOUNTY HWY	39.14231367	-77.15652167	No	2023	NISSAN	SENTRA
11/14/2025	10:08:00	EXCEEDING POSTED SPEED LIMIT IN SCHOOL ZONE WITH NOTICE OF DOUBLE FINES 61 MPH IN 45 ZONE	8100 MIDCOUNTY HWY	39.14213267	-77.15579633	No	2018	HONDA	CRV
11/14/2025	9:59:00	EXCEEDING POSTED SPEED LIMIT IN SCHOOL ZONE WITH NOTICE OF DOUBLE FINES 63 MPH IN 45 ZONE	8100 MIDCOUNTY HWY	39.14320533	-77.159383	No	2015	TOYT	SD
11/14/2025	9:43:00	EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH	MID COUNTY HIGHWAY @ 124	39.15244667	-77.17732	No	2011	DODGE	CHALLENGER
11/14/2025	9:06:00	EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH	MID COUNTY HIGHWAY @ 124	39.15265167	-77.17770667	No	2012	HOND	SD
11/14/2025	8:52:00	EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH	MID COUNTY HIGHWAY @ 124	39.1514	-77.17576	No	2021	NISS	WG
11/14/2025	8:36:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	FREDERICK RD/GUNNERS BRANCH RD	39.17729667	-77.23840333	No	2014	MERZ	E350
11/14/2025	8:28:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY @ FOUNTAIN CLUB DR	39.160045	-77.2751	No	2017	DODG	VN
11/14/2025	8:18:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY @ FOUNTAIN CLUB DR	39.15791833	-77.27575	No	2021	HONDA	CRV
11/14/2025	8:08:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY @ FOUNTAIN CLUB DR	39.16012167	-77.275145	No	2018	KIA	SD
11/14/2025	7:58:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY	NB 270 BEFORE EXIT 5	38.97034725	-77.14593239	No	2019	KIA	FORTE
11/14/2025	7:57:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	GREAT SENECA HWY @ FOUNTAIN CLUB DR	39.16029167	-77.27509833	No	2017	NISS	4S
